"INDUSTRY_CATEGORY","TICKER"
"Financial Services","GDV"
"Financial Services","GDVpA"
"Financial Services","GDVpD"
"Financial Services","GDVpG"
"Manufacturing","GE"
"Computer Software & Services","GEC"
"Financial Services","GECCL"
"Consumer NonDurables","GEF"
"Consumer NonDurables","GEF.B"
"Energy","GEL"
"Drugs","GEMP"
"Health Services","GEN"
"Manufacturing","GENC"
"Drugs","GENE"
"Real Estate","GEO"
"Energy","GEOS"
"Financial Services","GER"
"Drugs","GERN"
"Retail","GES"
"Chemicals","GEVO"
"Financial Services","GF"
"Materials & Construction","GFA"
"Banking","GFED"
"Materials & Construction","GFF"
"Metals & Mining","GFI"
"Diversified Services","GFN"
"Diversified Services","GFNCP"
"Financial Services","GFY"
"Metals & Mining","GG"
"Banking","GGAL"
"Metals & Mining","GGB"
"Manufacturing","GGG"
"Financial Services","GGN"
"Financial Services","GGT"
"Financial Services","GGTpB"
"Financial Services","GGTpE"
"Financial Services","GGZ"
"Media","GHC"
"Health Services","GHDX"
"Materials & Construction","GHII"
"Financial Services","GHL"
"Manufacturing","GHM"
"Internet","GIB"
"Energy","GIFI"
"Computer Software & Services","GIGM"
"Consumer NonDurables","GIII"
"Consumer NonDurables","GIL"
"Drugs","GILD"
"Telecommunications","GILT"
"Financial Services","GIM"
"Food & Beverage","GIS"
"Health Services","GKOS"
"Financial Services","GLAD"
"Financial Services","GLADN"
"Transportation","GLBS"
"Banking","GLBZ"
"Materials & Construction","GLDD"
"Telecommunications","GLDI"
"Energy","GLF"
"Energy","GLF.WS"
"Financial Services","GLG"
"Telecommunications","GLIBA"
"Telecommunications","GLIBP"
"Drugs","GLMD"
"Transportation","GLNG"
"Financial Services","GLO"
"Computer Software & Services","GLOB"
"Transportation","GLOG"
"Transportation","GLOGpA"
"Transportation","GLOP"
"Transportation","GLOPpA"
"Transportation","GLOPpB"
"Telecommunications","GLOW"
"Wholesale","GLP"
"Drugs","GLPG"
"Real Estate","GLPI"
"Financial Services","GLQ"
"Insurance","GLRE"
"Consumer NonDurables","GLT"
"Financial Services","GLU"
"Financial Services","GLUpA"
"Computer Software & Services","GLUU"
"Financial Services","GLV"
"Electronics","GLW"
"Drugs","GLYC"
"Automotive","GM"
"Retail","GME"
"Health Services","GMED"
"Transportation","GMLP"
"Transportation","GMLPP"
"Metals & Mining","GMO"
"Conglomerates","GMRE"
"Conglomerates","GMREpA"
"Materials & Construction","GMS"
"Automotive","GM.WS.B"
"Banking","GNAF"
"Banking","GNBC"
"Retail","GNC"
"Drugs","GNCA"
"Energy","GNE"
"Energy","GNEpA"
"Transportation","GNK"
"Real Estate","GNL"
"Real Estate","GNLpA"
"Health Services","GNMK"
"Drugs","GNMX"
"Manufacturing","GNRC"
"Automotive","GNTX"
"Banking","GNTY"
"Media","GNUS"
"Insurance","GNW"
"Financial Services","GOF"
"Transportation","GOGL"
"Telecommunications","GOGO"
"Transportation","GOL"
"Metals & Mining","GOLD"
"Specialty Retail","GOLF"
"Real Estate","GOOD"
"Real Estate","GOODM"
"Real Estate","GOODO"
"Real Estate","GOODP"
"Internet","GOOG"
"Internet","GOOGL"
"Consumer NonDurables","GOOS"
"Metals & Mining","GORO"
"Real Estate","GOV"
"Specialty Retail","GPC"
"Specialty Retail","GPI"
"Leisure","GPIC"
"Consumer NonDurables","GPK"
"Metals & Mining","GPL"
"Financial Services","GPM"
"Real Estate","GPMT"
"Diversified Services","GPN"
"Energy","GPOR"
"Energy","GPP"
"Chemicals","GPRE"
"Energy","GPRK"
"Consumer Durables","GPRO"
"Retail","GPS"
"Real Estate","GPT"
"Real Estate","GPTpA"
"Diversified Services","GPX"
"Chemicals","GRA"
"Diversified Services","GRAM"
"Real Estate","GRBK"
"Manufacturing","GRC"
"Financial Services","GRF"
"Drugs","GRFS"
"Real Estate","GRIF"
"Electronics","GRMN"
"Banking","GRNB"
"Computer Software & Services","GRNQ"
"Financial Services","GROW"
"Internet","GRPN"
"Real Estate","GRP.U"
"Internet","GRUB"
"Computer Software & Services","GRVY"
"Financial Services","GRX"
"Financial Services","GRXpA"
"Financial Services","GRXpB"
"Financial Services","GS"
"Telecommunications","GSAT"
"Computer Software & Services","GSB"
"Banking","GSBC"
"Financial Services","GSBD"
"Transportation","GSH"
"Conglomerates","GSHT"
"Conglomerates","GSHTU"
"Conglomerates","GSHTW"
"Electronics","GSIT"
"Drugs","GSK"
"Transportation","GSL"
"Transportation","GSLpB"
"Metals & Mining","GSM"
"Financial Services","GSpA"
"Financial Services","GSpB"
"Financial Services","GSpC"
"Financial Services","GSpD"
"Financial Services","GSpJ"
"Financial Services","GSpK"
"Financial Services","GSpN"
"Metals & Mining","GSS"
"Computer Software & Services","GSUM"
"Metals & Mining","GSV"
"Financial Services","GSVC"
"Consumer NonDurables","GT"
"Energy","GTE"
"Drugs","GTHX"
"Leisure","GTIM"
"Manufacturing","GTLS"
"Media","GTN"
"Media","GTN.A"
"Insurance","GTS"
"Telecommunications","GTT"
"Drugs","GTXI"
"Real Estate","GTY"
"Conglomerates","GTYHW"
"Chemicals","GURE"
"Financial Services","GUT"
"Financial Services","GUTpA"
"Financial Services","GUTpC"
"Materials & Construction","GV"
"Materials & Construction","GVA"
"Computer Software & Services","GVP"
"Banking","GWB"
"Insurance","GWGH"
"Drugs","GWPH"
"Transportation","GWR"
"Computer Software & Services","GWRE"
"Utilities","GWRS"
"Wholesale","GWW"
"Real Estate","GYRO"
"Real Estate","GZT"
"Leisure","H"
"Transportation","HA"
"Leisure","HABT"
"Health Services","HAE"
"Banking","HAFC"
"Wholesale","HAIN"
"Energy","HAL"
"Insurance","HALL"
"Drugs","HALO"
"Consumer Durables","HAS"
"Real Estate","HASI"
"Manufacturing","HAYN"
"Banking","HBAN"
"Banking","HBANN"
"Banking","HBANO"
"Consumer Durables","HBB"
"Banking","HBCP"
"Consumer NonDurables","HBI"
"Health Services","HBIO"
"Banking","HBK"
"Metals & Mining","HBM"
"Banking","HBMD"
"Banking","HBNC"
"Wholesale","HBP"
"Health Services","HCA"
"Conglomerates","HCAC"
"Conglomerates","HCAC.U"
"Conglomerates","HCAC.WS"
"Financial Services","HCAP"
"Insurance","HCC"
"Manufacturing","HCCI"
"Real Estate","HCFT"
"Real Estate","HCFTpA"
"Telecommunications","HCHC"
"Insurance","HCI"
"Diversified Services","HCKT"
"Metals & Mining","HCLP"
"Drugs","HCM"
"Real Estate","HCP"
"Diversified Services","HCSG"
"Retail","HD"
"Banking","HDB"
"Computer Software & Services","HDP"
"Wholesale","HDS"
"Manufacturing","HDSN"
"Utilities","HE"
"Telecommunications","HEAR"
"Drugs","HEB"
"Diversified Services","HEES"
"Aerospace/Defense","HEI"
"Aerospace/Defense","HEI.A"
"Consumer Durables","HELE"
"Energy","HEP"
"Energy","HES"
"Energy","HESM"
"Energy","HESpA"
"Real Estate","HF"
"Banking","HFBC"
"Banking","HFBL"
"Energy","HFC"
"Conglomerates","HFFG"
"Banking","HFWA"
"Real Estate","HGSH"
"Real Estate","HHC"
"Media","HHS"
"Manufacturing","HI"
"Specialty Retail","HIBB"
"Real Estate","HIFR"
"Banking","HIFS"
"Insurance","HIG"
"Insurance","HIG.WS"
"Manufacturing","HIHO"
"Aerospace/Defense","HII"
"Health Services","HIIQ"
"Electronics","HIMX"
"Financial Services","HIO"
"Telecommunications","HIVE"
"Real Estate","HIW"
"Financial Services","HIX"
"Energy","HK"
"Energy","HK.WS"
"Metals & Mining","HL"
"Consumer NonDurables","HLF"
"Diversified Services","HLG"
"Financial Services","HLI"
"Telecommunications","HLIT"
"Financial Services","HLNE"
"Metals & Mining","HLpB"
"Leisure","HLT"
"Health Services","HLTH"
"Energy","HLX"
"Automotive","HMC"
"Real Estate","HMG"
"Diversified Services","HMHC"
"Transportation","HMLP"
"Transportation","HMLPpA"
"Insurance","HMN"
"Banking","HMNF"
"Computer Software & Services","HMNY"
"Banking","HMST"
"Diversified Services","HMSY"
"Banking","HMTA"
"Media","HMTV"
"Metals & Mining","HMY"
"Consumer Durables","HNI"
"Financial Services","HNNA"
"Utilities","HNP"
"Metals & Mining","HNRG"
"Financial Services","HNW"
"Consumer Durables","HOFT"
"Automotive","HOG"
"Manufacturing","HOLI"
"Health Services","HOLX"
"Banking","HOMB"
"Real Estate","HOME"
"Health Services","HOML"
"Manufacturing","HON"
"Banking","HONE"
"Banking","HOPE"
"Energy","HOS"
"Materials & Construction","HOV"
"Materials & Construction","HOVNP"
"Energy","HP"
"Computer Hardware","HPE"
"Financial Services","HPF"
"Financial Services","HPI"
"Manufacturing","HPJ"
"Real Estate","HPP"
"Computer Hardware","HPQ"
"Energy","HPR"
"Financial Services","HPS"
"Real Estate","HPT"
"Electronics","HQCL"
"Financial Services","HQH"
"Financial Services","HQL"
"Computer Software & Services","HQY"
"Real Estate","HR"
"Diversified Services","HRB"
"Health Services","HRC"
"Diversified Services","HRI"
"Food & Beverage","HRL"
"Telecommunications","HRS"
"Insurance","HRTG"
"Drugs","HRTX"
"Financial Services","HRZN"
"Banking","HSBC"
"Banking","HSBCpA"
"Metals & Mining","HSC"
"Drugs","HSGX"
"Wholesale","HSIC"
"Diversified Services","HSII"
"Health Services","HSKA"
"Diversified Services","HSON"
"Real Estate","HST"
"Computer Software & Services","HSTM"
"Food & Beverage","HSY"
"Real Estate","HT"
"Real Estate","HTA"
"Banking","HTBI"
"Banking","HTBK"
"Drugs","HTBX"
"Financial Services","HTD"
"Real Estate","HTGC"
"Health Services","HTGM"
"Real Estate","HTH"
"Leisure","HTHT"
"Transportation","HTLD"
"Banking","HTLF"
"Real Estate","HTpC"
"Real Estate","HTpD"
"Real Estate","HTpE"
"Financial Services","HTY"
"Diversified Services","HTZ"
"Electronics","HUBB"
"Transportation","HUBG"
"Computer Software & Services","HUBS"
"Health Services","HUM"
"Chemicals","HUN"
"Transportation","HUNT"
"Transportation","HUNTW"
"Electronics","HURC"
"Diversified Services","HURN"
"Energy","HUSA"
"Retail","HVT"
"Retail","HVT.A"
"Banking","HWBK"
"Banking","HWC"
"Wholesale","HWCC"
"Chemicals","HWKN"
"Aerospace/Defense","HXL"
"Automotive","HY"
"Financial Services","HYB"
"Manufacturing","HYGS"
"Financial Services","HYT"
"Wholesale","HZN"
"Drugs","HZNP"
"Specialty Retail","HZO"
"Telecommunications","I"
"Specialty Retail","IAC"
"Financial Services","IAE"
"Financial Services","IAF"
"Metals & Mining","IAG"
"Conglomerates","IAM"
"Conglomerates","IAMXR"
"Conglomerates","IAMXW"
"Health Services","IART"
"Food & Beverage","IBA"
"Banking","IBCP"
"Diversified Services","IBD"
"Drugs","IBIO"
"Banking","IBKC"
"Banking","IBKCO"
"Banking","IBKCP"
"Financial Services","IBKR"
"Computer Software & Services","IBM"
"Banking","IBN"
"Banking","IBOC"
"Materials & Construction","IBP"
"Banking","IBTX"
"Computer Software & Services","ICAD"
"Banking","ICBK"
"Drugs","ICCC"
"Insurance","ICCH"
"Energy","ICD"
"Financial Services","ICE"
"Diversified Services","ICFI"
"Electronics","ICHR"
"Chemicals","ICL"
"Health Services","ICLR"
"Consumer NonDurables","ICON"
"Drugs","ICPT"
"Health Services","ICUI"
"Utilities","IDA"
"Telecommunications","IDCC"
"Computer Software & Services","IDN"
"Drugs","IDRA"
"Materials & Construction","IDSA"
"Telecommunications","IDSY"
"Telecommunications","IDT"
"Electronics","IDTI"
"Health Services","IDXG"
"Drugs","IDXX"
"Conglomerates","IEA"
"Conglomerates","IEAWW"
"Electronics","IEC"
"Materials & Construction","IEME"
"Conglomerates","IEP"
"Materials & Construction","IESC"
"Manufacturing","IEX"
"Chemicals","IFF"
"Chemicals","IFFT"
"Health Services","IFIX"
"Retail","IFMK"
"Financial Services","IFN"
"Financial Services","IGA"
"Metals & Mining","IGC"
"Financial Services","IGD"
"Manufacturing","IGI"
"Telecommunications","IGLD"
"Financial Services","IGR"
"Leisure","IGT"
"Insurance","IHC"
"Leisure","IHG"
"Real Estate","IHT"
"Financial Services","IID"
"Financial Services","IIF"
"Diversified Services","III"
"Metals & Mining","IIIN"
"Telecommunications","IIJI"
"Financial Services","IIM"
"Manufacturing","IIN"
"Real Estate","IIPR"
"Real Estate","IIPRpA"
"Electronics","IIVI"
"Chemicals","IKNX"
"Drugs","ILMN"
"Media","IMAX"
"Drugs","IMDZ"
"Drugs","IMGN"
"Real Estate","IMH"
"Electronics","IMI"
"Retail","IMKTA"
"Drugs","IMMP"
"Computer Software & Services","IMMR"
"Drugs","IMMU"
"Drugs","IMMY"
"Energy","IMO"
"Electronics","IMOS"
"Computer Software & Services","IMPV"
"Drugs","IMUC"
"Drugs","IMUC.WS"
"Conglomerates","IMXI"
"Conglomerates","IMXIW"
"Computer Software & Services","INAP"
"Financial Services","INB"
"Banking","INBK"
"Drugs","INCY"
"Banking","INDB"
"Conglomerates","INDU"
"Conglomerates","INDUU"
"Conglomerates","INDUW"
"Drugs","INFI"
"Telecommunications","INFN"
"Internet","INFO"
"Health Services","INFU"
"Computer Software & Services","INFY"
"Banking","ING"
"Health Services","INGN"
"Food & Beverage","INGR"
"Real Estate","INN"
"Real Estate","INNpD"
"Real Estate","INNpE"
"Computer Hardware","INNT"
"Drugs","INO"
"Internet","INOD"
"Computer Software & Services","INOV"
"Computer Software & Services","INPX"
"Manufacturing","INS"
"Computer Software & Services","INSE"
"Telecommunications","INSG"
"Drugs","INSM"
"Computer Software & Services","INST"
"Diversified Services","INSW"
"Drugs","INSY"
"Energy","INT"
"Electronics","INTC"
"Real Estate","INTG"
"Financial Services","INTL"
"Electronics","INTT"
"Computer Software & Services","INTU"
"Diversified Services","INTX"
"Media","INUV"
"Drugs","INVA"
"Computer Hardware","INVE"
"Real Estate","INVH"
"Diversified Services","INWK"
"Internet","INXN"
"Energy","IO"
"Drugs","IONS"
"Real Estate","IOR"
"Chemicals","IOSP"
"Computer Hardware","IOTS"
"Drugs","IOVA"
"Consumer NonDurables","IP"
"Consumer NonDurables","IPAR"
"Telecommunications","IPAS"
"Drugs","IPCI"
"Internet","IPDN"
"Media","IPG"
"Electronics","IPGP"
"Electronics","IPHI"
"Chemicals","IPHS"
"Chemicals","IPI"
"Utilities","IPLpD"
"Manufacturing","IPWR"
"Financial Services","IQI"
"Health Services","IQV"
"Manufacturing","IR"
"Consumer Durables","IRBT"
"Real Estate","IRCP"
"Telecommunications","IRDM"
"Telecommunications","IRDMB"
"Real Estate","IRET"
"Real Estate","IRETpC"
"Health Services","IRIX"
"Financial Services","IRL"
"Computer Software & Services","IRM"
"Health Services","IRMD"
"Banking","IROQ"
"Financial Services","IRR"
"Real Estate","IRS"
"Real Estate","IRT"
"Health Services","IRTC"
"Drugs","IRWD"
"Banking","ISBC"
"Leisure","ISCA"
"Financial Services","ISD"
"Computer Software & Services","ISDR"
"Banking","ISF"
"Metals & Mining","ISG"
"Media","ISIG"
"Computer Software & Services","ISNS"
"Health Services","ISR"
"Health Services","ISRG"
"Energy","ISRL"
"Aerospace/Defense","ISSC"
"Banking","ISTR"
"Computer Software & Services","IT"
"Banking","ITCB"
"Drugs","ITCI"
"Financial Services","ITG"
"Manufacturing","ITGR"
"Telecommunications","ITI"
"Insurance","ITIC"
"Consumer NonDurables","ITP"
"Electronics","ITRI"
"Wholesale","ITRN"
"Manufacturing","ITT"
"Banking","ITUB"
"Manufacturing","ITW"
"Electronics","IVAC"
"Health Services","IVC"
"Real Estate","IVR"
"Real Estate","IVRpA"
"Real Estate","IVRpB"
"Real Estate","IVRpC"
"Health Services","IVTY"
"Financial Services","IVZ"
"Financial Services","IX"
"Internet","IZEA"
"Leisure","JACK"
"Energy","JAG"
"Drugs","JAGX"
"Consumer Durables","JAKK"
"Manufacturing","JASN"
"Manufacturing","JASNW"
"Leisure","JAX"
"Drugs","JAZZ"
"Transportation","JBHT"
"Electronics","JBL"
"Transportation","JBLU"
"Food & Beverage","JBSS"
"Manufacturing","JBT"
"Real Estate","JCAP"
"Real Estate","JCAPpB"
"Financial Services","JCE"
"Diversified Services","JCI"
"Internet","JCOM"
"Retail","JCP"
"Telecommunications","JCS"
"Materials & Construction","JCTCF"
"Internet","JD"
"Financial Services","JDD"
"Utilities","JE"
"Diversified Services","JEC"
"Financial Services","JEF"
"Materials & Construction","JELD"
"Utilities","JEpA"
"Financial Services","JEQ"
"Financial Services","JFR"
"Banking","JFTTL"
"Financial Services","JHG"
"Financial Services","JHI"
"Financial Services","JHS"
"Materials & Construction","JHX"
"Retail","JILL"
"Banking","JJAB"
"Banking","JJCB"
"Banking","JJEB"
"Banking","JJGB"
"Banking","JJMB"
"Banking","JJPB"
"Banking","JJSB"
"Food & Beverage","JJSF"
"Banking","JJTB"
"Banking","JJUB"
"Computer Software & Services","JKHY"
"Electronics","JKS"
"Real Estate","JLL"
"Leisure","JMBA"
"Specialty Retail","JMEI"
"Financial Services","JMP"
"Computer Software & Services","JMU"
"Drugs","JNCE"
"Drugs","JNJ"
"Computer Hardware","JNPR"
"Diversified Services","JOB"
"Diversified Services","JOBS"
"Real Estate","JOE"
"Financial Services","JOF"
"Energy","JONE"
"Consumer Durables","JOUT"
"Financial Services","JP"
"Financial Services","JPC"
"Financial Services","JPI"
"Banking","JPM"
"Banking","JPMpA"
"Banking","JPMpB"
"Banking","JPMpE"
"Banking","JPMpF"
"Banking","JPMpG"
"Banking","JPMpH"
"Banking","JPM.WS"
"Financial Services","JPS"
"Manufacturing","JPST"
"Financial Services","JQC"
"Internet","JRJC"
"Financial Services","JRO"
"Financial Services","JRS"
"Insurance","JRVR"
"Utilities","JSYN"
"Utilities","JSYNR"
"Utilities","JSYNW"
"Financial Services","JTA"
"Financial Services","JTD"
"Financial Services","JTPY"
"Food & Beverage","JVA"
"Media","JW.A"
"Media","JW.B"
"Retail","JWN"
"Health Services","JYNT"
"Food & Beverage","K"
"Conglomerates","KAAC"
"Conglomerates","KAACU"
"Conglomerates","KAACW"
"Manufacturing","KAI"
"Drugs","KALA"
"Metals & Mining","KALU"
"Drugs","KALV"
"Aerospace/Defense","KAMN"
"Health Services","KANG"
"Wholesale","KAP"
"Specialty Retail","KAR"
"Banking","KB"
"Electronics","KBAL"
"Materials & Construction","KBH"
"Conglomerates","KBLM"
"Conglomerates","KBLMR"
"Conglomerates","KBLMU"
"Conglomerates","KBLMW"
"Diversified Services","KBR"
"Consumer NonDurables","KBSF"
"Financial Services","KCAP"
"Drugs","KDMN"
"Food & Beverage","KDP"
"Electronics","KE"
"Energy","KEG"
"Diversified Services","KELYA"
"Diversified Services","KELYB"
"Electronics","KEM"
"Utilities","KEN"
"Utilities","KEP"
"Consumer Durables","KEQU"
"Drugs","KERX"
"Transportation","KEX"
"Banking","KEY"
"Banking","KEYpI"
"Electronics","KEYS"
"Computer Software & Services","KEYW"
"Financial Services","KF"
"Banking","KFFB"
"Diversified Services","KFRC"
"Insurance","KFS"
"Diversified Services","KFY"
"Metals & Mining","KGC"
"Metals & Mining","KGJI"
"Food & Beverage","KHC"
"Real Estate","KIM"
"Real Estate","KIMpI"
"Real Estate","KIMpJ"
"Real Estate","KIMpK"
"Real Estate","KIMpL"
"Real Estate","KIMpM"
"Drugs","KIN"
"Insurance","KINS"
"Financial Services","KIO"
"Transportation","KIQ"
"Retail","KIRK"
"Financial Services","KKR"
"Financial Services","KKRpA"
"Financial Services","KKRpB"
"Electronics","KLAC"
"Electronics","KLIC"
"Aerospace/Defense","KLXI"
"Consumer NonDurables","KMB"
"Drugs","KMDA"
"Chemicals","KMG"
"Energy","KMI"
"Energy","KMIpA"
"Financial Services","KMM"
"Drugs","KMPH"
"Insurance","KMPR"
"Manufacturing","KMT"
"Specialty Retail","KMX"
"Telecommunications","KN"
"Automotive","KNDI"
"Consumer Durables","KNL"
"Transportation","KNOP"
"Insurance","KNSL"
"Transportation","KNX"
"Food & Beverage","KO"
"Consumer Durables","KODK"
"Food & Beverage","KOF"
"Leisure","KONA"
"Health Services","KOOL"
"Chemicals","KOP"
"Electronics","KOPN"
"Consumer NonDurables","KORS"
"Energy","KOS"
"Consumer Durables","KOSS"
"Drugs","KPTI"
"Retail","KR"
"Chemicals","KRA"
"Real Estate","KRC"
"Real Estate","KREF"
"Real Estate","KRG"
"Manufacturing","KRNT"
"Banking","KRNY"
"Chemicals","KRO"
"Energy","KRP"
"Consumer NonDurables","KS"
"Financial Services","KSM"
"Retail","KSS"
"Financial Services","KST"
"Transportation","KSU"
"Transportation","KSUp"
"Telecommunications","KT"
"Computer Hardware","KTCC"
"Financial Services","KTF"
"Diversified Services","KTOS"
"Drugs","KTOV"
"Drugs","KTOVW"
"Health Services","KTWO"
"Drugs","KURA"
"Telecommunications","KVHI"
"Real Estate","KW"
"Chemicals","KWR"
"Financial Services","KYN"
"Financial Services","KYNpF"
"Drugs","KZIA"
"Insurance","L"
"Diversified Services","LABL"
"Specialty Retail","LAD"
"Real Estate","LADR"
"Health Services","LAKE"
"Real Estate","LAMR"
"Food & Beverage","LANC"
"Real Estate","LAND"
"Real Estate","LANDP"
"Banking","LARK"
"Diversified Services","LAUR"
"Wholesale","LAWS"
"Financial Services","LAZ"
"Retail","LB"
"Banking","LBAI"
"Media","LBRDA"
"Media","LBRDK"
"Energy","LBRT"
"Media","LBTYA"
"Media","LBTYB"
"Media","LBTYK"
"Consumer Durables","LBY"
"Financial Services","LC"
"Conglomerates","LCA"
"Conglomerates","LCAHU"
"Conglomerates","LCAHW"
"Drugs","LCI"
"Automotive","LCII"
"Banking","LCNB"
"Consumer Durables","LCUT"
"Financial Services","LDF"
"Automotive","LDL"
"Computer Software & Services","LDOS"
"Financial Services","LDP"
"Retail","LE"
"Automotive","LEA"
"Manufacturing","LECO"
"Electronics","LEDS"
"Media","LEE"
"Consumer Durables","LEG"
"Real Estate","LEJU"
"Materials & Construction","LEN"
"Materials & Construction","LEN.B"
"Health Services","LENS"
"Financial Services","LEO"
"Metals & Mining","LEU"
"Insurance","LFC"
"Wholesale","LFUS"
"Consumer NonDurables","LFVN"
"Energy","LGCY"
"Energy","LGCYO"
"Energy","LGCYP"
"Media","LGF.A"
"Media","LGF.B"
"Financial Services","LGI"
"Real Estate","LGIH"
"Manufacturing","LGL"
"Drugs","LGND"
"Health Services","LH"
"Health Services","LHCG"
"Real Estate","LHO"
"Real Estate","LHOpI"
"Real Estate","LHOpJ"
"Drugs","LIFE"
"Manufacturing","LII"
"Diversified Services","LINC"
"Consumer Durables","LIND"
"Consumer Durables","LINDW"
"Computer Hardware","LINK"
"Banking","LION"
"Manufacturing","LIQT"
"Electronics","LIT"
"Retail","LITB"
"Telecommunications","LITE"
"Internet","LIVE"
"Health Services","LIVN"
"Leisure","LIVX"
"Drugs","LJPC"
"Computer Software & Services","LKCO"
"Banking","LKFN"
"Computer Software & Services","LKM"
"Automotive","LKQ"
"Diversified Services","LKSD"
"Retail","LL"
"Energy","LLEX"
"Health Services","LLIT"
"Aerospace/Defense","LLL"
"Internet","LLNW"
"Drugs","LLY"
"Financial Services","LM"
"Financial Services","LM4134336"
"Financial Services","LM4134337"
"Financial Services","LM4134338"
"Financial Services","LM4134339"
"Financial Services","LM4134340"
"Health Services","LMAT"
"Materials & Construction","LMB"
"Financial Services","LMFA"
"Financial Services","LMFAW"
"Diversified Services","LMLP"
"Food & Beverage","LMNR"
"Health Services","LMNX"
"Real Estate","LMRK"
"Real Estate","LMRKN"
"Banking","LMST"
"Aerospace/Defense","LMT"
"Computer Software & Services","LN"
"Insurance","LNC"
"Insurance","LNC.WS"
"Real Estate","LND"
"Food & Beverage","LNDC"
"Energy","LNG"
"Manufacturing","LNN"
"Utilities","LNT"
"Health Services","LNTH"
"Financial Services","LOAN"
"Banking","LOB"
"Leisure","LOCO"
"Metals & Mining","LODE"
"Computer Hardware","LOGI"
"Computer Software & Services","LOGM"
"Diversified Services","LOGO"
"Energy","LONE"
"Telecommunications","LOOP"
"Diversified Services","LOPE"
"Financial Services","LOR"
"Telecommunications","LORL"
"Retail","LOW"
"Drugs","LOXO"
"Drugs","LPCN"
"Transportation","LPG"
"Energy","LPI"
"Electronics","LPL"
"Financial Services","LPLA"
"Health Services","LPNT"
"Computer Software & Services","LPSN"
"Real Estate","LPT"
"Manufacturing","LPTH"
"Wholesale","LPX"
"Retail","LQDT"
"Electronics","LRAD"
"Electronics","LRCX"
"Diversified Services","LRN"
"Banking","LSBK"
"Electronics","LSCC"
"Real Estate","LSI"
"Transportation","LSTR"
"Media","LSXMA"
"Media","LSXMB"
"Media","LSXMK"
"Chemicals","LTBR"
"Real Estate","LTC"
"Transportation","LTM"
"Consumer Durables","LTRPA"
"Consumer Durables","LTRPB"
"Computer Hardware","LTRX"
"Financial Services","LTS"
"Financial Services","LTSpA"
"Banking","LTXB"
"Leisure","LUB"
"Consumer NonDurables","LULU"
"Electronics","LUNA"
"Transportation","LUV"
"Leisure","LVS"
"Food & Beverage","LW"
"Food & Beverage","LWAY"
"Manufacturing","LXFR"
"Computer Software & Services","LXFT"
"Real Estate","LXP"
"Real Estate","LXPpC"
"Drugs","LXRX"
"Chemicals","LXU"
"Chemicals","LYB"
"Banking","LYG"
"Real Estate","LYL"
"Manufacturing","LYTS"
"Media","LYV"
"Consumer Durables","LZB"
"Retail","M"
"Financial Services","MA"
"Real Estate","MAA"
"Real Estate","MAApI"
"Financial Services","MAB"
"Real Estate","MAC"
"Drugs","MACK"
"Manufacturing","MAG"
"Diversified Services","MAGS"
"Financial Services","MAIN"
"Computer Software & Services","MAMS"
"Diversified Services","MAN"
"Computer Software & Services","MANH"
"Computer Software & Services","MANT"
"Leisure","MANU"
"Leisure","MAR"
"Diversified Services","MARA"
"Internet","MARK"
"Financial Services","MARPS"
"Materials & Construction","MAS"
"Health Services","MASI"
"Consumer Durables","MAT"
"Diversified Services","MATW"
"Transportation","MATX"
"Financial Services","MAV"
"Real Estate","MAYS"
"Computer Software & Services","MB"
"Banking","MBCN"
"Banking","MBFI"
"Banking","MBFIO"
"Leisure","MBG"
"Insurance","MBI"
"Chemicals","MBII"
"Drugs","MBIO"
"Health Services","MBOT"
"Drugs","MBRX"
"Telecommunications","MBT"
"Banking","MBTF"
"Consumer Durables","MBUU"
"Drugs","MBVX"
"Banking","MBWM"
"Financial Services","MC"
"Financial Services","MCA"
"Banking","MCBC"
"Financial Services","MCC"
"Leisure","MCD"
"Energy","MCEP"
"Energy","MCF"
"Automotive","MCFT"
"Electronics","MCHP"
"Media","MCHX"
"Financial Services","MCI"
"Wholesale","MCK"
"Financial Services","MCN"
"Diversified Services","MCO"
"Financial Services","MCR"
"Drugs","MCRB"
"Leisure","MCRI"
"Manufacturing","MCRN"
"Media","MCS"
"Insurance","MCY"
"Health Services","MD"
"Materials & Construction","MDC"
"Media","MDCA"
"Drugs","MDCO"
"Drugs","MDGL"
"Health Services","MDGS"
"Health Services","MDGSW"
"Financial Services","MDLX"
"Financial Services","MDLY"
"Food & Beverage","MDLZ"
"Media","MDP"
"Energy","MDR"
"Computer Software & Services","MDRX"
"Computer Software & Services","MDSO"
"Health Services","MDT"
"Materials & Construction","MDU"
"Drugs","MDWD"
"Health Services","MDXG"
"Specialty Retail","MED"
"Drugs","MEDP"
"Internet","MEET"
"Electronics","MEI"
"Drugs","MEIP"
"Retail","MELI"
"Banking","MELR"
"Financial Services","MEN"
"Chemicals","MEOH"
"Consumer NonDurables","MERC"
"Financial Services","MERpK"
"Drugs","MESO"
"Insurance","MET"
"Metals & Mining","METC"
"Insurance","METpA"
"Insurance","METpE"
"Real Estate","MFA"
"Real Estate","MFApB"
"Insurance","MFC"
"Banking","MFCB"
"Financial Services","MFD"
"Banking","MFG"
"Financial Services","MFIN"
"Financial Services","MFL"
"Financial Services","MFM"
"Banking","MFNC"
"Banking","MFSF"
"Financial Services","MFT"
"Financial Services","MFV"
